WigleWifi-1.4,appRelease=2.26,model=EVA-L09,release=7.0,device=HWEVA,display=EVA-L09C576B383,board=EVA,brand=HUAWEI
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
a0:8c:fd:0a:14:5b,DIRECT-F1-HP DeskJet 3630 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-08 13:47:22,6,-81,32.10351799425808,35.20757943344506,701.203798597289,4,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],2017-11-08 13:47:22,36,-82,32.10351799425808,35.20757943344506,701.203798597289,4,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],2017-11-08 13:47:26,11,-73,32.103525694254834,35.2075416049033,700.422436572386,8,WIFI
ec:8c:a2:08:a3:b8,Ariel_University,[ESS],2017-11-08 13:47:26,11,-89,32.103525694254834,35.2075416049033,700.422436572386,8,WIFI
ec:8c:a2:09:84:fc,Ariel_University,[ESS],2017-11-08 13:47:26,36,-84,32.103525694254834,35.2075416049033,700.422436572386,8,WIFI
ec:8c:a2:09:84:f8,Ariel_University,[ESS],2017-11-08 13:47:26,1,-91,32.103525694254834,35.2075416049033,700.422436572386,8,WIFI
ec:8c:a2:8a:08:b7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:28,44,-84,32.10353264840244,35.20755381644298,700.0491431178683,8,WIFI
ec:8c:a2:08:a3:bc,Ariel_University,[ESS],2017-11-08 13:47:28,48,-79,32.10353264840244,35.20755381644298,700.0491431178683,8,WIFI
ec:8c:a2:08:a3:b8,Ariel_University,[ESS],2017-11-08 13:47:30,11,-82,32.1035299186883,35.20755886930672,699.6309937231271,8,WIFI
00:27:19:e3:2d:fe,AUC_51_3,[ESS],2017-11-08 13:47:30,1,-87,32.1035299186883,35.20755886930672,699.6309937231271,8,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],2017-11-08 13:47:32,11,-68,32.10353069490415,35.20752070549727,699.1139555733315,8,WIFI
ec:8c:a2:88:96:47,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:32,52,-83,32.10353069490415,35.20752070549727,699.1139555733315,8,WIFI
ec:8c:a2:08:96:4c,Ariel_University,[ESS],2017-11-08 13:47:32,52,-82,32.10353069490415,35.20752070549727,699.1139555733315,8,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],2017-11-08 13:47:34,11,-67,32.103514126037716,35.20749046268225,698.6046457926208,8,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],2017-11-08 13:47:34,36,-81,32.103514126037716,35.20749046268225,698.6046457926208,8,WIFI
ec:8c:a2:08:ab:dc,Ariel_University,[ESS],2017-11-08 13:47:34,36,-83,32.103514126037716,35.20749046268225,698.6046457926208,8,WIFI
ec:8c:a2:08:96:48,Ariel_University,[ESS],2017-11-08 13:47:34,6,-80,32.103514126037716,35.20749046268225,698.6046457926208,8,WIFI
1c:b9:c4:16:28:88,Ariel_University,[ESS],2017-11-08 13:47:34,11,-86,32.103514126037716,35.20749046268225,698.6046457926208,8,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-08 13:47:34,5,-89,32.103514126037716,35.20749046268225,698.6046457926208,8,WIFI
ec:8c:a2:88:77:47,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:36,44,-84,32.10350182616483,35.20745118138501,698.1979046778021,8,WIFI
ec:8c:a2:08:77:4c,Ariel_University,[ESS],2017-11-08 13:47:36,44,-82,32.10350182616483,35.20745118138501,698.1979046778021,8,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-11-08 13:47:36,2,-88,32.10350182616483,35.20745118138501,698.1979046778021,8,WIFI
ec:8c:a2:88:a3:b7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:38,48,-80,32.103505041165846,35.20740565000231,697.9613313895634,8,WIFI
ec:8c:a2:08:77:48,Ariel_University,[ESS],2017-11-08 13:47:38,6,-78,32.103505041165846,35.20740565000231,697.9613313895634,8,WIFI
ec:8c:a2:88:a3:b7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:40,48,-75,32.10350595214475,35.207350487033885,697.7969380476703,8,WIFI
ec:8c:a2:88:ab:d7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:40,36,-72,32.10350595214475,35.207350487033885,697.7969380476703,8,WIFI
1c:b9:c4:16:28:8c,Ariel_University,[ESS],2017-11-08 13:47:40,44,-82,32.10350595214475,35.207350487033885,697.7969380476703,8,WIFI
1c:b9:c4:15:36:7c,Ariel_University,[ESS],2017-11-08 13:47:40,36,-82,32.10350595214475,35.207350487033885,697.7969380476703,8,WIFI
ec:8c:a2:0a:11:9c,Ariel_University,[ESS],2017-11-08 13:47:40,44,-83,32.10350595214475,35.207350487033885,697.7969380476703,8,WIFI
ec:8c:a2:08:ab:d8,Ariel_University,[ESS],2017-11-08 13:47:40,1,-83,32.10350595214475,35.207350487033885,697.7969380476703,8,WIFI
1c:b9:c4:15:36:78,Ariel_University,[ESS],2017-11-08 13:47:40,1,-87,32.10350595214475,35.207350487033885,697.7969380476703,8,WIFI
ec:8c:a2:0a:11:9c,Ariel_University,[ESS],2017-11-08 13:47:42,44,-75,32.10351091837724,35.2073054029142,697.6216862415712,8,WIFI
ec:8c:a2:88:f3:87,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:42,36,-76,32.10351091837724,35.2073054029142,697.6216862415712,8,WIFI
ec:8c:a2:0a:08:2c,Ariel_University,[ESS],2017-11-08 13:47:42,36,-65,32.10351091837724,35.2073054029142,697.6216862415712,8,WIFI
ec:8c:a2:09:8e:dc,Ariel_University,[ESS],2017-11-08 13:47:42,44,-76,32.10351091837724,35.2073054029142,697.6216862415712,8,WIFI
ec:8c:a2:08:f3:8c,Ariel_University,[ESS],2017-11-08 13:47:42,36,-79,32.10351091837724,35.2073054029142,697.6216862415712,8,WIFI
ec:8c:a2:09:89:e8,Ariel_University,[ESS],2017-11-08 13:47:42,6,-76,32.10351091837724,35.2073054029142,697.6216862415712,8,WIFI
ec:8c:a2:0a:08:28,Ariel_University,[ESS],2017-11-08 13:47:42,6,-77,32.10351091837724,35.2073054029142,697.6216862415712,8,WIFI
ec:8c:a2:09:84:f8,Ariel_University,[ESS],2017-11-08 13:47:42,1,-82,32.10351091837724,35.2073054029142,697.6216862415712,8,WIFI
ec:8c:a2:09:8e:d8,Ariel_University,[ESS],2017-11-08 13:47:42,1,-86,32.10351091837724,35.2073054029142,697.6216862415712,8,WIFI
ec:8c:a2:08:ab:dc,Ariel_University,[ESS],2017-11-08 13:47:44,36,-70,32.10353827348938,35.20724360813196,697.5731747566938,8,WIFI
ec:8c:a2:89:89:e7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:44,36,-79,32.10353827348938,35.20724360813196,697.5731747566938,8,WIFI
ec:8c:a2:08:96:ec,Ariel_University,[ESS],2017-11-08 13:47:44,44,-78,32.10353827348938,35.20724360813196,697.5731747566938,8,WIFI
ec:8c:a2:09:89:ec,Ariel_University,[ESS],2017-11-08 13:47:44,36,-79,32.10353827348938,35.20724360813196,697.5731747566938,8,WIFI
ec:8c:a2:08:d7:68,Ariel_University,[ESS],2017-11-08 13:47:44,6,-79,32.10353827348938,35.20724360813196,697.5731747566938,8,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-08 13:47:44,44,-86,32.10353827348938,35.20724360813196,697.5731747566938,8,WIFI
ec:8c:a2:0a:11:e8,Ariel_University,[ESS],2017-11-08 13:47:44,1,-83,32.10353827348938,35.20724360813196,697.5731747566938,8,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],2017-11-08 13:47:46,11,-60,32.10355245409681,35.20719898404926,697.6332112206148,8,WIFI
ec:8c:a2:08:77:4c,Ariel_University,[ESS],2017-11-08 13:47:46,44,-76,32.10355245409681,35.20719898404926,697.6332112206148,8,WIFI
ec:8c:a2:08:ab:d8,Ariel_University,[ESS],2017-11-08 13:47:46,1,-78,32.10355245409681,35.20719898404926,697.6332112206148,8,WIFI
ec:8c:a2:09:8e:d8,Ariel_University,[ESS],2017-11-08 13:47:46,1,-81,32.10355245409681,35.20719898404926,697.6332112206148,8,WIFI
ec:8c:a2:08:99:68,Ariel_University,[ESS],2017-11-08 13:47:46,11,-76,32.10355245409681,35.20719898404926,697.6332112206148,8,WIFI
ec:8c:a2:09:f2:bc,Ariel_University,[ESS],2017-11-08 13:47:46,36,-83,32.10355245409681,35.20719898404926,697.6332112206148,8,WIFI
1c:b9:c4:16:28:88,Ariel_University,[ESS],2017-11-08 13:47:46,11,-80,32.10355245409681,35.20719898404926,697.6332112206148,8,WIFI
ec:8c:a2:09:86:48,Ariel_University,[ESS],2017-11-08 13:47:46,11,-82,32.10355245409681,35.20719898404926,697.6332112206148,8,WIFI
ec:8c:a2:08:96:4c,Ariel_University,[ESS],2017-11-08 13:47:50,52,-77,32.10358653215539,35.2071107441083,697.9828571005357,8,WIFI
ec:8c:a2:88:96:47,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:50,52,-77,32.10358653215539,35.2071107441083,697.9828571005357,8,WIFI
1c:b9:c4:96:28:87,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:50,44,-81,32.10358653215539,35.2071107441083,697.9828571005357,8,WIFI
ec:8c:a2:09:86:4c,Ariel_University,[ESS],2017-11-08 13:47:50,44,-83,32.10358653215539,35.2071107441083,697.9828571005357,8,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-08 13:47:52,44,-80,32.10356431979092,35.20715181061716,698.1678770464849,8,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:52,44,-79,32.10356431979092,35.20715181061716,698.1678770464849,8,WIFI
ec:8c:a2:09:84:fc,Ariel_University,[ESS],2017-11-08 13:47:52,36,-75,32.10356431979092,35.20715181061716,698.1678770464849,8,WIFI
ec:8c:a2:09:8c:a8,Ariel_University,[ESS],2017-11-08 13:47:52,11,-83,32.10356431979092,35.20715181061716,698.1678770464849,8,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:54,36,-84,32.10358097589735,35.20715730915376,698.192042350194,6,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],2017-11-08 13:47:54,6,-87,32.10358097589735,35.20715730915376,698.192042350194,6,WIFI
ec:8c:a2:08:a3:bc,Ariel_University,[ESS],2017-11-08 13:47:56,48,-74,32.10360500807479,35.207147586017584,698.2039929293786,6,WIFI
00:27:19:e3:2d:fe,AUC_51_3,[ESS],2017-11-08 13:47:56,1,-82,32.10360500807479,35.207147586017584,698.2039929293786,6,WIFI
14:ae:db:46:62:2d,Nadav,[WPA2-PSK-CCMP][ESS],2017-11-08 13:47:58,6,-89,32.10362692243864,35.20711672419125,698.1590317005802,6,WIFI
3c:52:82:ef:d4:1e,DIRECT-1D-HP DeskJet 3630 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-08 13:48:00,6,-88,32.103642912152374,35.20708662101196,698.1089701563754,6,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],2017-11-08 13:48:08,6,-82,32.1036525330676,35.207008419512825,697.8022707241618,6,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-08 13:48:08,6,-82,32.1036525330676,35.207008419512825,697.8022707241618,6,WIFI
ec:8c:a2:89:84:f7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:10,36,-76,32.10365388530949,35.2069881027773,697.7094015809671,6,WIFI
1c:b9:c4:16:ec:5c,Ariel_University,[ESS],2017-11-08 13:48:10,58,-86,32.10365388530949,35.2069881027773,697.7094015809671,6,WIFI
42507_10072_480144,HOT mobile,UMTS;il,2017-11-08 13:48:10,0,-113,32.10365388530949,35.2069881027773,697.7094015809671,6,GSM
ec:8c:a2:09:84:f8,Ariel_University,[ESS],2017-11-08 13:48:12,1,-77,32.1036576654472,35.2069607643966,697.5975475016065,6,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],2017-11-08 13:48:12,36,-77,32.1036576654472,35.2069607643966,697.5975475016065,6,WIFI
1c:b9:c4:96:06:37,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:12,36,-77,32.1036576654472,35.2069607643966,697.5975475016065,6,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-11-08 13:48:12,2,-79,32.1036576654472,35.2069607643966,697.5975475016065,6,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],2017-11-08 13:48:12,11,-89,32.1036576654472,35.2069607643966,697.5975475016065,6,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-08 13:48:14,5,-75,32.10365434108709,35.206946400317456,697.4503454676053,6,WIFI
ec:8c:a2:08:7a:1c,Ariel_University,[ESS],2017-11-08 13:48:16,36,-68,32.103657723442566,35.20693785437715,697.2453417747172,6,WIFI
1c:b9:c4:16:ec:5c,Ariel_University,[ESS],2017-11-08 13:48:18,58,-81,32.1036560885446,35.20692957297135,696.9632299827717,6,WIFI
42507_10072_516798,HOT mobile,UMTS;il,2017-11-08 13:48:18,0,-113,32.1036560885446,35.20692957297135,696.9632299827717,6,GSM
c0:ac:54:f5:ff:4b,YanivIsGay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-08 13:48:20,11,-89,32.10364759510882,35.206904966994415,696.6660348723976,6,WIFI
ec:8c:a2:09:8c:7c,Ariel_University,[ESS],2017-11-08 13:48:22,48,-81,32.103636565999786,35.206888208227646,696.3609882550921,4,WIFI
a0:8c:fd:0a:14:5b,DIRECT-F1-HP DeskJet 3630 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-08 13:48:24,6,-76,32.10362448410399,35.206879506538144,696.0528634477848,4,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],2017-11-08 13:48:24,36,-76,32.10362448410399,35.206879506538144,696.0528634477848,4,WIFI
1c:b9:c4:16:18:7c,Ariel_University,[ESS],2017-11-08 13:48:24,52,-82,32.10362448410399,35.206879506538144,696.0528634477848,4,WIFI
1c:b9:c4:16:18:78,Ariel_University,[ESS],2017-11-08 13:48:24,1,-82,32.10362448410399,35.206879506538144,696.0528634477848,4,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-08 13:48:27,44,-72,32.10359706328224,35.206843503551134,695.5793869604978,4,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],2017-11-08 13:48:27,6,-74,32.10359706328224,35.206843503551134,695.5793869604978,4,WIFI
1c:b9:c4:96:06:37,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:27,36,-72,32.10359706328224,35.206843503551134,695.5793869604978,4,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],2017-11-08 13:48:27,36,-72,32.10359706328224,35.206843503551134,695.5793869604978,4,WIFI
f8:d1:11:77:77:fc,TP-LINK_7777FC,[ESS],2017-11-08 13:48:27,1,-80,32.10359706328224,35.206843503551134,695.5793869604978,4,WIFI
42507_10072_516797,HOT mobile,UMTS;il,2017-11-08 13:48:27,0,-113,32.10359706328224,35.206843503551134,695.5793869604978,4,GSM
1c:b9:c4:96:ec:57,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:29,58,-83,32.10359091769246,35.20683254764111,695.2620928534171,4,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-08 13:48:31,44,-64,32.10359209070963,35.20681905524774,694.9100942343313,4,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],2017-11-08 13:48:31,36,-67,32.10359209070963,35.20681905524774,694.9100942343313,4,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:31,44,-65,32.10359209070963,35.20681905524774,694.9100942343313,4,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:31,36,-67,32.10359209070963,35.20681905524774,694.9100942343313,4,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],2017-11-08 13:48:31,11,-77,32.10359209070963,35.20681905524774,694.9100942343313,4,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],2017-11-08 13:48:33,36,-66,32.10359221504471,35.20681695988307,694.8745383098602,4,WIFI
1c:b9:c4:16:ec:58,Ariel_University,[ESS],2017-11-08 13:48:33,11,-87,32.10359221504471,35.20681695988307,694.8745383098602,4,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-08 13:48:35,44,-57,32.103588560232154,35.20680502571481,694.4900900670159,4,WIFI
ec:8c:a2:88:7a:17,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:35,36,-69,32.103588560232154,35.20680502571481,694.4900900670159,4,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],2017-11-08 13:48:35,44,-81,32.103588560232154,35.20680502571481,694.4900900670159,4,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],2017-11-08 13:48:38,6,-63,32.103589115969136,35.20679073139937,694.2441144169037,6,WIFI
1c:b9:c4:16:ec:5c,Ariel_University,[ESS],2017-11-08 13:48:38,58,-73,32.103589115969136,35.20679073139937,694.2441144169037,6,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],2017-11-08 13:48:38,36,-50,32.103589115969136,35.20679073139937,694.2441144169037,6,WIFI
1c:b9:c4:96:06:37,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:38,36,-57,32.103589115969136,35.20679073139937,694.2441144169037,6,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],2017-11-08 13:48:38,36,-56,32.103589115969136,35.20679073139937,694.2441144169037,6,WIFI
f8:d1:11:77:77:fc,TP-LINK_7777FC,[ESS],2017-11-08 13:48:38,1,-64,32.103589115969136,35.20679073139937,694.2441144169037,6,WIFI
1c:b9:c4:96:ec:57,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:38,58,-73,32.103589115969136,35.20679073139937,694.2441144169037,6,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],2017-11-08 13:48:38,44,-69,32.103589115969136,35.20679073139937,694.2441144169037,6,WIFI
1c:b9:c4:16:18:7c,Ariel_University,[ESS],2017-11-08 13:48:38,52,-77,32.103589115969136,35.20679073139937,694.2441144169037,6,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],2017-11-08 13:48:38,1,-86,32.103589115969136,35.20679073139937,694.2441144169037,6,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-08 13:48:41,44,-48,32.103588875271186,35.20677779061717,693.8242704313695,8,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:41,44,-49,32.103588875271186,35.20677779061717,693.8242704313695,8,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:41,36,-48,32.103588875271186,35.20677779061717,693.8242704313695,8,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],2017-11-08 13:48:41,11,-64,32.103588875271186,35.20677779061717,693.8242704313695,8,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-08 13:48:41,6,-56,32.103588875271186,35.20677779061717,693.8242704313695,8,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],2017-11-08 13:48:41,1,-77,32.103588875271186,35.20677779061717,693.8242704313695,8,WIFI
1c:b9:c4:96:18:77,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:41,52,-73,32.103588875271186,35.20677779061717,693.8242704313695,8,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],2017-11-08 13:48:41,1,-82,32.103588875271186,35.20677779061717,693.8242704313695,8,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],2017-11-08 13:48:43,6,-55,32.10358898267782,35.20677830276643,693.7828579306233,8,WIFI
1c:b9:c4:16:18:78,Ariel_University,[ESS],2017-11-08 13:48:43,1,-73,32.10358898267782,35.20677830276643,693.7828579306233,8,WIFI
1c:b9:c4:16:18:7c,Ariel_University,[ESS],2017-11-08 13:48:43,52,-68,32.10358898267782,35.20677830276643,693.7828579306233,8,WIFI
1c:b9:c4:96:18:77,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:43,52,-68,32.10358898267782,35.20677830276643,693.7828579306233,8,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],2017-11-08 13:48:46,1,-83,32.103582793292475,35.206716330809634,693.0790993453538,8,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],2017-11-08 13:48:46,44,-63,32.103582793292475,35.206716330809634,693.0790993453538,8,WIFI
ec:8c:a2:09:8c:7c,Ariel_University,[ESS],2017-11-08 13:48:46,48,-59,32.103582793292475,35.206716330809634,693.0790993453538,8,WIFI
42507_10072_470809,HOT mobile,UMTS;il,2017-11-08 13:48:46,0,-113,32.103582793292475,35.206716330809634,693.0790993453538,8,GSM
1c:b9:c4:96:ec:57,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:48,58,-68,32.10357805047205,35.20668546141825,692.6119228198293,8,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],2017-11-08 13:48:48,1,-72,32.10357805047205,35.20668546141825,692.6119228198293,8,WIFI
1c:b9:c4:16:ec:58,Ariel_University,[ESS],2017-11-08 13:48:48,11,-78,32.10357805047205,35.20668546141825,692.6119228198293,8,WIFI
1c:b9:c4:16:ec:5c,Ariel_University,[ESS],2017-11-08 13:48:52,58,-67,32.10355643128333,35.20661179956083,691.6265207476282,8,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],2017-11-08 13:48:52,44,-51,32.10355643128333,35.20661179956083,691.6265207476282,8,WIFI
1c:b9:c4:16:ec:58,Ariel_University,[ESS],2017-11-08 13:48:52,11,-69,32.10355643128333,35.20661179956083,691.6265207476282,8,WIFI
1c:b9:c4:16:18:78,Ariel_University,[ESS],2017-11-08 13:48:53,1,-68,32.103564546659776,35.20658578740145,691.3779236174327,12,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],2017-11-08 13:48:53,1,-67,32.103564546659776,35.20658578740145,691.3779236174327,12,WIFI
ec:8c:a2:88:94:57,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:53,44,-55,32.103564546659776,35.20658578740145,691.3779236174327,12,WIFI
1c:b9:c4:16:ec:5c,Ariel_University,[ESS],2017-11-08 13:48:56,58,-51,32.10357648220939,35.206563030359966,690.7246906701233,12,WIFI
1c:b9:c4:96:ec:57,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:56,58,-51,32.10357648220939,35.206563030359966,690.7246906701233,12,WIFI
42507_10072_470805,HOT mobile,UMTS;il,2017-11-08 13:48:56,0,-113,32.10357648220939,35.206563030359966,690.7246906701233,12,GSM
1c:b9:c4:16:18:78,Ariel_University,[ESS],2017-11-08 13:48:56,1,-61,32.10357648220939,35.206563030359966,690.7246906701233,12,WIFI
ec:8c:a2:89:8c:77,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:48:56,48,-68,32.10357648220939,35.206563030359966,690.7246906701233,12,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-08 13:49:07,5,-68,32.10351386709949,35.20677761269547,688.1282140293163,8,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],2017-11-08 13:49:07,1,-85,32.10351386709949,35.20677761269547,688.1282140293163,8,WIFI
1c:b9:c4:15:41:f8,Ariel_University,[ESS],2017-11-08 13:49:10,1,-86,32.103545200926256,35.20676337876273,686.6645116704344,8,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],2017-11-08 13:49:12,1,-80,32.103568143530126,35.206767711797056,685.7330283154918,8,WIFI
1c:b9:c4:96:cc:a7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:49:12,44,-68,32.103568143530126,35.206767711797056,685.7330283154918,8,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],2017-11-08 13:49:12,44,-68,32.103568143530126,35.206767711797056,685.7330283154918,8,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],2017-11-08 13:49:14,9,-82,32.10360083577504,35.20677404753544,684.8538463911119,6,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],2017-11-08 13:49:14,44,-75,32.10360083577504,35.20677404753544,684.8538463911119,6,WIFI
ec:8c:a2:08:a3:28,Ariel_University,[ESS],2017-11-08 13:49:14,11,-87,32.10360083577504,35.20677404753544,684.8538463911119,6,WIFI
1c:b9:c4:95:41:f7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:49:18,44,-75,32.1036767904733,35.20678745937734,683.298344032427,6,WIFI
ec:8c:a2:08:a3:2c,Ariel_University,[ESS],2017-11-08 13:49:20,36,-83,32.10372005756577,35.20678644521036,682.622487347115,6,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:49:20,36,-80,32.10372005756577,35.20678644521036,682.622487347115,6,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],2017-11-08 13:49:20,36,-79,32.10372005756577,35.20678644521036,682.622487347115,6,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],2017-11-08 13:49:26,36,-83,32.10381734795115,35.20677275901482,681.249221564184,6,WIFI
ec:8c:a2:08:a3:28,Ariel_University,[ESS],2017-11-08 13:49:28,11,-80,32.103845162902616,35.20676249787944,680.946150613752,6,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],2017-11-08 13:49:28,9,-75,32.103845162902616,35.20676249787944,680.946150613752,6,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],2017-11-08 13:49:28,1,-85,32.103845162902616,35.20676249787944,680.946150613752,6,WIFI
ec:8c:a2:88:a3:27,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:49:32,36,-82,32.103912891339796,35.20675314283776,680.4550367192744,4,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-11-08 13:49:36,2,-74,32.10394957481803,35.2068028630342,680.0210817477601,4,WIFI
42507_10072_480151,HOT mobile,UMTS;il,2017-11-08 13:49:38,0,-113,32.10395920901936,35.206824420443866,679.836477015892,4,GSM
1c:b9:c4:15:41:fc,Ariel_University,[ESS],2017-11-08 13:49:47,44,-70,32.10401357178955,35.206906176674984,679.2422054042845,4,WIFI
ec:8c:a2:88:a2:47,,[WPA2-PSK-CCMP][ESS],2017-11-08 13:49:47,36,-82,32.10401357178955,35.206906176674984,679.2422054042845,4,WIFI
ec:8c:a2:08:a2:4c,Ariel_University,[ESS],2017-11-08 13:49:47,36,-83,32.10401357178955,35.206906176674984,679.2422054042845,4,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],2017-11-08 13:49:49,44,-65,32.104020417112345,35.20691437001187,679.1165920409244,6,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],2017-11-08 13:49:51,44,-60,32.10403030046757,35.2069243102128,678.9804379236443,6,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],2017-11-08 13:49:51,44,-50,32.10403030046757,35.2069243102128,678.9804379236443,6,WIFI
1c:b9:c4:15:41:f8,Ariel_University,[ESS],2017-11-08 13:49:51,1,-69,32.10403030046757,35.2069243102128,678.9804379236443,6,WIFI
ec:8c:a2:08:a2:4c,Ariel_University,[ESS],2017-11-08 13:49:51,36,-76,32.10403030046757,35.2069243102128,678.9804379236443,6,WIFI
